Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
220380005,22,WA8349_AX,DAVENPORT,Common,1183,10.7,NA,NA,55.1,NA,42.8
220380006,22,MAS18091-7-S-4,DAVENPORT,Common,1182,10.5,NA,NA,54.5,NA,40.5
220380007,22,MAS18091-7-S-6,DAVENPORT,Common,1213,9.7,NA,NA,55,NA,44
220380008,22,MAS18063-6-S-7,DAVENPORT,Common,1228,10.2,NA,NA,58.8,NA,40.1
220380009,22,MAS18052-1-S-6,DAVENPORT,Common,1200,9,NA,NA,53.4,NA,47.6
220380010,22,MAS18063-21-S-2,DAVENPORT,Common,1190,10.1,NA,NA,58.2,NA,40.5
220380011,22,STEPHENS,DAVENPORT,Common,1129,8.9,NA,NA,54.9,NA,43
220430001,22,SHINE,DAVENPORT,Common,1165,7.9,NA,NA,52,NA,47
220430002,22,DUET,DAVENPORT,Common,1241,6.5,NA,NA,52.8,NA,45.1
220430003,22,JASPER,DAVENPORT,Common,1210,10,NA,NA,50.1,NA,47.5
220430004,22,DEVOTE,DAVENPORT,Common,1296,8.6,NA,NA,51.5,NA,45.1
220430005,22,PIRANHA,DAVENPORT,Common,1090,8.2,NA,NA,50.8,NA,45.6
220430006,22,SOCKEYE,DAVENPORT,Common,1246,8.4,NA,NA,50,NA,46.2
220430007,22,WA8345_AX,DAVENPORT,Common,1196,8.5,NA,NA,52.5,NA,45.7
220430008,22,WA8346_AX,DAVENPORT,Common,1162,8.4,NA,NA,51.3,NA,46.2
220430009,22,WA8347_AX,DAVENPORT,Common,1107,9.2,NA,NA,55,NA,42.4
220430010,22,WA8348_AX,DAVENPORT,Common,1106,10.4,NA,NA,53.8,NA,40.6
220430011,22,WA8362,DAVENPORT,Common,1238,7.6,NA,NA,50.9,NA,48.9
220430012,22,WA8332,DAVENPORT,Common,1059,10.9,NA,NA,51.8,NA,45.5
220430013,22,WA8334,DAVENPORT,Common,1241,7.5,NA,NA,54.1,NA,45.8
220430014,22,WA8319,DAVENPORT,Common,874,7.3,NA,NA,74.3,NA,34.4
220430015,22,SWW14112-DH-59,DAVENPORT,Common,1252,8.1,NA,NA,50.6,NA,48
220430016,22,WA8364,DAVENPORT,Common,1125,9.2,NA,NA,52.9,NA,48.2
220430017,22,SWW14076-DH-26,DAVENPORT,Common,1150,9.1,NA,NA,55.2,NA,46.1
220430018,22,SWW14086-DH-166,DAVENPORT,Common,1262,7.9,NA,NA,54,NA,43.5
220430019,22,SWW13599-B--S-53-1-1-1,DAVENPORT,Common,1213,7,NA,NA,53.6,NA,47.1
220430020,22,SWW15094-DH-48,DAVENPORT,Common,1200,10.4,NA,NA,55.7,NA,46.6
220430021,22,SWW15563-DH-95,DAVENPORT,Common,1189,10.3,NA,NA,51.5,NA,48.1
220430022,22,SWW14091-B-1-1-1,DAVENPORT,Common,1252,7.8,NA,NA,53.2,NA,46.3
220430023,22,HRW13190-1-S-37-1-1,DAVENPORT,Common,1273,7,NA,NA,53,NA,46.4
220430024,22,STEPHENS,DAVENPORT,Common,1030,10.1,NA,NA,54.4,NA,41.8
220440001,22,SHINE,KAHLOTUS,Common,1089,7.9,NA,NA,54.4,NA,46.9
220440002,22,DUET,KAHLOTUS,Common,1024,8.7,NA,NA,57.4,NA,38.1
220440003,22,JASPER,KAHLOTUS,Common,1039,8,NA,NA,54.5,NA,44.3
220440004,22,DEVOTE,KAHLOTUS,Common,1051,8.4,NA,NA,58,NA,41.4
220440005,22,PIRANHA,KAHLOTUS,Common,1121,9.5,NA,NA,53.5,NA,43.1
220440006,22,SOCKEYE,KAHLOTUS,Common,1031,8.2,NA,NA,54.5,NA,43.4
220440007,22,WA8345_AX,KAHLOTUS,Common,1009,8.6,NA,NA,56.1,NA,41.7
220440008,22,WA8346_AX,KAHLOTUS,Common,989,8.2,NA,NA,57.2,NA,41.3
220440009,22,WA8347_AX,KAHLOTUS,Common,962,8.8,NA,NA,61.1,NA,37.6
220440010,22,WA8348_AX,KAHLOTUS,Common,970,8.2,NA,NA,59.8,NA,35.8
220440011,22,WA8362,KAHLOTUS,Common,1037,7.5,NA,NA,54.3,NA,44.1
220440012,22,WA8332,KAHLOTUS,Common,1006,8.5,NA,NA,56.3,NA,43.4
220440013,22,WA8334,KAHLOTUS,Common,1018,9.2,NA,NA,59,NA,40.4
220440014,22,WA8319,KAHLOTUS,Common,738,8,NA,NA,75.6,NA,31.8
220440015,22,SWW14112-DH-59,KAHLOTUS,Common,1133,7.6,NA,NA,54.1,NA,45.6
220440016,22,WA8364,KAHLOTUS,Common,1081,10.3,NA,NA,57.7,NA,43.7
220440017,22,SWW14076-DH-26,KAHLOTUS,Common,965,8.7,NA,NA,59.9,NA,41.3
220440018,22,SWW14086-DH-166,KAHLOTUS,Common,1092,8.3,NA,NA,59.2,NA,40.9
220440019,22,SWW13599-B--S-53-1-1-1,KAHLOTUS,Common,983,8.5,NA,NA,58.1,NA,40.9
220440020,22,SWW15094-DH-48,KAHLOTUS,Common,1021,7.8,NA,NA,62.4,NA,37.1
220440021,22,SWW15563-DH-95,KAHLOTUS,Common,1056,8.6,NA,NA,54.9,NA,45.2
220440022,22,SWW14091-B-1-1-1,KAHLOTUS,Common,1064,9,NA,NA,55.2,NA,39.7
220440023,22,HRW13190-1-S-37-1-1,KAHLOTUS,Common,1001,9.3,NA,NA,56.8,NA,40.8
220440024,22,STEPHENS,KAHLOTUS,Common,981,9.8,NA,NA,60,NA,36.7
220520001,22,WA8345_AX,PULLMAN,Common,1236,8,NA,NA,52.3,NA,47.7
220520002,22,WA8346_AX,PULLMAN,Common,1247,7.1,NA,NA,51.4,NA,48.4
220520003,22,WA8347_AX,PULLMAN,Common,1147,7.1,NA,NA,55.3,NA,44.4
220520004,22,WA8348_AX,PULLMAN,Common,1187,7.2,NA,NA,53.9,NA,44.2
220520005,22,WA8349_AX,PULLMAN,Common,1180,6.8,NA,NA,53.9,NA,46.3
220520006,22,MAS18091-7-S-4,PULLMAN,Common,1192,8.4,NA,NA,53.5,NA,46
220520007,22,MAS18091-7-S-6,PULLMAN,Common,1161,8,NA,NA,53.1,NA,46.9
220520008,22,MAS18063-6-S-7,PULLMAN,Common,1175,7.6,NA,NA,58.4,NA,42.8
220520009,22,STEPHENS,PULLMAN,Common,1140,7.7,NA,NA,55.5,NA,46.1
220620001,22,TANDEM,DAVENPORT,Common,1132,9.1,NA,NA,53.1,NA,41.9
220620002,22,ASSURE,DAVENPORT,Common,1128,8.9,NA,NA,52.7,NA,45.6
220620003,22,ROSALYN,DAVENPORT,Common,1123,9.3,NA,NA,54.9,NA,44.1
220620004,22,JASPER,DAVENPORT,Common,1112,10.1,NA,NA,50.2,NA,48.4
220620005,22,PURL,DAVENPORT,Common,1121,8.9,NA,NA,52.6,NA,43
220620006,22,STINGRAY,DAVENPORT,Common,1129,9.9,NA,NA,52.6,NA,45.5
220620007,22,WA8307,DAVENPORT,Common,1189,9.8,NA,NA,55.4,NA,41.4
220620008,22,PIRANHA,DAVENPORT,Common,1202,8,NA,NA,50.3,NA,46.3
220620009,22,SOCKEYE,DAVENPORT,Common,1158,8.2,NA,NA,51.1,NA,48.4
220620010,22,WA8349_AX,DAVENPORT,Common,1124,9.5,NA,NA,54.2,NA,43.5
220620011,22,SWW14339-DH-50-0,DAVENPORT,Common,1112,9.2,NA,NA,51.4,NA,49.5
220620012,22,WA8336,DAVENPORT,Common,1169,8.2,NA,NA,54.2,NA,46.8
220620013,22,SELBU2,DAVENPORT,Common,1093,9,NA,NA,53.4,NA,45.5
220620014,22,SWW15123-DH-38,DAVENPORT,Common,1132,8.8,NA,NA,51.7,NA,44.9
220620015,22,SWW15129-DH-43,DAVENPORT,Common,1181,8.2,NA,NA,51.2,NA,49.8
220620016,22,SWW14282-B-S-89-1-1,DAVENPORT,Common,1181,8.8,NA,NA,50.8,NA,46.6
220620017,22,MAS14075-B-B-4-1,DAVENPORT,Common,1182,8.9,NA,NA,50.3,NA,48.3
220620018,22,MAS14075-B-B-6-2,DAVENPORT,Common,1121,9.9,NA,NA,52.2,NA,48.4
220620019,22,MAS14075-B-B-6-4,DAVENPORT,Common,1197,8.5,NA,NA,50.7,NA,48.2
220620020,22,MAS14075-B-B-9-1,DAVENPORT,Common,1109,9.7,NA,NA,50.4,NA,48.3
220620021,22,MAS14082-B-B-6-2,DAVENPORT,Common,1161,8.7,NA,NA,50.9,NA,48.7
220620022,22,SWW15372-DH-1,DAVENPORT,Common,1230,8.3,NA,NA,52.4,NA,48.1
220620023,22,STEPHENS,DAVENPORT,Common,1153,8.9,NA,NA,54.4,NA,44.4
220890008,22,14X1078-0-4-5,PULLMAN,Club,1192,8.1,4.1,NA,51.7,NA,47.3
220890009,22,14X1083-0-0-171,PULLMAN,Club,1153,8.8,5.3,NA,49.4,NA,52.4
220890010,22,15X1529-7-C-4,PULLMAN,Club,1196,8.7,5.3,NA,50.8,NA,50.3
220890011,22,13DH0830-37,PULLMAN,Club,1162,8.6,4.7,NA,51.4,NA,49.5
220890012,22,16DH0040-27,PULLMAN,Club,1218,7.9,5.5,NA,51.2,NA,47.5
220890013,22,15X1480-7-I-5,PULLMAN,Club,1235,8.6,5.5,NA,50.8,NA,47.7
220890014,22,14X1030-0-0-225,PULLMAN,Club,1208,8.4,6.4,NA,51.9,NA,46.2
220890015,22,12X076-0-0-0-1S,PULLMAN,Club,1190,9,6.4,NA,53.8,NA,44.2
220890016,22,14X1054-0-0-61,PULLMAN,Club,1136,8.9,5.5,NA,51.3,NA,45.9
220890017,22,16X0122-7-1-1T,PULLMAN,Club,1094,9.2,6.7,NA,53.6,NA,46
220890018,22,14X1095-0-9-1,PULLMAN,Club,1232,8.6,4.7,NA,51.3,NA,47.7
220890019,22,13DH0830-15,PULLMAN,Club,1202,8.6,4.1,NA,51.1,NA,48.2
220890020,22,17X166-0-66-2,PULLMAN,Club,1144,8.8,3.8,NA,51,NA,47.2
220890021,22,17X151-0-210-4,PULLMAN,Club,1090,9.6,5.5,NA,53,NA,45.2
220890022,22,16X0161-3-1-1T,PULLMAN,Club,1192,8,4.7,NA,52.3,NA,48.6
220890023,22,16DH0044-41,PULLMAN,Club,1253,8.4,5.3,NA,50.4,NA,47.2
220890024,22,17X151-0-198-2,PULLMAN,Club,1156,9,5.5,NA,50.1,NA,48.9
220890025,22,17X151-0-163-4,PULLMAN,Club,1224,9.7,5.3,NA,51.8,NA,47.9
220890026,22,16X0161-1-2-2T,PULLMAN,Club,1057,9.4,5.5,NA,49.8,NA,47.9
220890027,22,17X151-0-230-1,PULLMAN,Club,1204,8.3,5,NA,51.7,NA,47.8
220890028,22,16DH0044-44,PULLMAN,Club,1148,8.8,3.8,NA,50.2,NA,46.5
220890029,22,17X151-0-237-1,PULLMAN,Club,1157,8.1,5.5,NA,51.2,NA,46.4
220890030,22,17X151-0-107-3,PULLMAN,Club,1203,8,4.4,NA,53.2,NA,47
220890031,22,17X120-0-188-4,PULLMAN,Club,1179,9,4.7,NA,50.2,NA,48.6
220890032,22,17X166-0-154-1,PULLMAN,Club,1177,7.9,3.8,NA,50.4,NA,45.8
220890033,22,17X151-0-56-1,PULLMAN,Club,1144,9,6.7,NA,53.8,NA,44.2
220890034,22,16X0190-1-1-1,PULLMAN,Club,1234,8.9,5.8,NA,51.9,NA,45.3
220890035,22,17X120-0-36-4,PULLMAN,Club,1243,7.9,5.8,NA,51.6,NA,49.4
220890036,22,16DH0044-25,PULLMAN,Club,1149,8.6,4.7,NA,50.1,NA,47.2
220890037,22,17X151-0-67-4,PULLMAN,Club,1156,9.5,5.5,NA,52.9,NA,47.5
220890038,22,17X120-0-215-4,PULLMAN,Club,1213,9.2,5,NA,51.7,NA,48.1
220890039,22,17X151-0-189-2,PULLMAN,Club,1237,9.2,4.7,NA,59,NA,44.3
220890040,22,17X151-0-81-1,PULLMAN,Club,1185,8.7,4.1,NA,53.5,NA,46.5
220890041,22,16X0173-8-4-1T,PULLMAN,Club,1228,8.7,4.1,NA,48.8,NA,46.2
220890042,22,16X0127-3-4-1-D,PULLMAN,Club,1229,8.5,3.8,NA,50.1,NA,48
220890043,22,17X151-0-166-1,PULLMAN,Club,1066,8.5,5.3,NA,52.3,NA,47.4
220890044,22,16X0145-8-4-1-D,PULLMAN,Club,1144,8.8,5.8,NA,50.6,NA,47.1
220890045,22,16DH0044-48,PULLMAN,Club,1260,8.6,4.7,NA,49.4,NA,45.7
220890046,22,17X151-0-216-1,PULLMAN,Club,1153,8.8,6.1,NA,51.9,NA,46.3
220890047,22,17X151-0-74-4,PULLMAN,Club,1082,8.3,4.7,NA,51,NA,47.3
220890048,22,17X151-0-158-1,PULLMAN,Club,1183,8.7,5.3,NA,52.9,NA,46.6
220890049,22,16DH0052-21-0,PULLMAN,Club,1155,8,3.5,NA,50.2,NA,46.5
220890050,22,16DH0048-10,PULLMAN,Club,1265,7.9,4.7,NA,48,NA,50.7
220890051,22,14X1098-0-0-41,PULLMAN,Club,1193,9.2,4.7,NA,50.1,NA,48.7
220890052,22,ARS14DH1122-44,PULLMAN,Club,1198,8.6,3.5,NA,53,NA,48.3
220890053,22,17X120-0-94-3,PULLMAN,Club,1069,9.7,5.8,NA,52.3,NA,48.1
220890054,22,16DH0016-18-0,PULLMAN,Club,1162,8.7,3.5,NA,49.6,NA,47.3
220890055,22,16X0161-10-4-1,PULLMAN,Club,1269,8.5,5.3,NA,50.7,NA,47.4
220890056,22,ARS14DH1014-21C,PULLMAN,Club,1192,7.5,4.7,NA,50.8,NA,49.8
220890057,22,16DH0052-16,PULLMAN,Club,1197,9.1,2.9,NA,48.7,NA,47.1
220890058,22,RS14X1114-0-0-1-1T,PULLMAN,Club,1171,8.3,6.1,NA,52.3,NA,47.5
220890059,22,RS14X1098-0-0-57-4T,PULLMAN,Club,1264,8.3,4.4,NA,51.7,NA,49.5
220890060,22,16X0231-2-2-2,PULLMAN,Club,1173,8.6,7.3,NA,52,NA,48.3
220890061,22,ARS09X500-CBW,PULLMAN,Club,1152,8.1,5.3,NA,51,NA,48.7
220890062,22,15X1530-2-C-4-D,PULLMAN,Club,1190,8.5,5,NA,50.8,NA,48.6
220890063,22,RS14X1114-0-0-1-3T,PULLMAN,Club,1148,8.9,6.4,NA,51.8,NA,48.7
220890064,22,16DH0015-3,PULLMAN,Club,1186,9.7,6.4,NA,49,NA,47.7
220890065,22,16DH0015-6,PULLMAN,Club,1154,8.9,5.8,NA,49.2,NA,48.4
220890066,22,RS14X1098-0-0-38-1T,PULLMAN,Club,1153,9.1,3.8,NA,51,NA,47.8
220890067,22,14DH1014-4,PULLMAN,Club,1269,8.9,3.5,NA,52.1,NA,47.4
220890068,22,RS14X1098-0-0-98-1T,PULLMAN,Club,1220,9.1,4.1,NA,50,NA,47.6
220890069,22,17X120-0-131-3,PULLMAN,Club,1046,9.8,6.1,NA,52.4,NA,47.9
220890070,22,16DH0016-28-0,PULLMAN,Club,1169,8.5,3.5,NA,50.2,NA,47.8
220890071,22,14DH1014-25,PULLMAN,Club,1178,7.6,5.3,NA,49.9,NA,50.2
220890072,22,16DH0048-10-0,PULLMAN,Club,1199,7.9,5,NA,48.8,NA,49.3
220890073,22,RS14X1098-0-0-94-1T,PULLMAN,Club,1187,9.1,4.1,NA,49,NA,48.6
220890074,22,17X151-0-51-3,PULLMAN,Club,1124,8.6,4.7,NA,51.4,NA,46.6
220890075,22,ARS09X500-CBW*OLD,PULLMAN,Club,1182,8.8,5.5,NA,51.4,NA,49.9
220890076,22,PURL,PULLMAN,Common,1156,7.7,5.5,NA,53.5,NA,44
220890077,22,ROSALYN,PULLMAN,Common,1221,8.7,6.4,NA,53.7,NA,45.7
220890078,22,SELBU2,PULLMAN,Common,1229,8.4,5,NA,52.8,NA,45.7
220890079,22,SOCKEYE,PULLMAN,Common,1291,8.4,7,NA,50.3,NA,49.1
220890080,22,BRUEHL,PULLMAN,Club,1252,8.3,5.3,NA,50.7,NA,46.4
220890081,22,STEPHENS,PULLMAN,Common,1182,8.2,5.5,NA,52.4,NA,44.9
220890082,22,DUET,PULLMAN,Common,1198,8.2,5.3,NA,51.9,NA,46.3
220890083,22,CRESCENT,PULLMAN,Club,1268,8.6,4.1,NA,50,NA,50.6
220890084,22,CAMEO,PULLMAN,Club,1085,9,3.8,NA,49.3,NA,51.5
220890085,22,CASTELLA,PULLMAN,Club,1185,8.7,5.8,NA,49,NA,48.2
220890086,22,SHINE,PULLMAN,Common,1013,8.4,6.1,NA,51.5,NA,46.5
220890087,22,TANDEM,PULLMAN,Common,1115,8.5,7.6,NA,53.8,NA,43.9
220890088,22,COMMAND,PULLMAN,Common,1151,8.4,5.8,NA,52.1,NA,45.3
220890089,22,HULK,PULLMAN,Common,1121,8.8,8.7,NA,52.3,NA,46.7
220890090,22,PRITCHETT,PULLMAN,Club,1272,7.8,4.4,NA,49.5,NA,48.5
230100001,23,CRESCENT,ANATONE,Club,1225,6.2,3.5,81.7,53.7,68.1,50.5
230100003,23,M-PIRE,ANATONE,Common,1159,6.4,5.5,85.3,56.7,70.2,46.6
230100009,23,YS217,ANATONE,Common,1314,5.9,6.1,90.7,57.2,75.5,45.4
230100016,23,ARS12X097-12C,ANATONE,Club,1379,6,3.2,82.6,51.7,69.2,51.3
230100017,23,ARS15X1460-8CBW,ANATONE,Club,1327,6.1,3.2,81.8,52.4,64.5,46.7
230100025,23,OR5180071,ANATONE,Club,1333,6.6,3.8,85.2,51.7,65.6,48.2
230100026,23,OR5180072,ANATONE,Club,1284,7.1,6.4,85.9,51.8,69.4,47
230100035,23,CPX69217,ANATONE,Common,1309,6.7,5.5,89.4,53.2,67.6,47.8
230100043,23,LWWC21-5070,ANATONE,Common,1267,6.4,7.6,88.9,55.6,68.8,45.9
230100044,23,STEPHENS,ANATONE,Common,1243,6.7,7,87,52.8,68.2,44.1
230100045,23,CRESCENT,HORSE HEAVEN,Club,1165,10.4,6.1,89.3,52.2,67.1,48.4
230100047,23,M-PIRE,HORSE HEAVEN,Common,1108,8.3,6.7,84.4,52.5,64.3,45.2
230100053,23,YS217,HORSE HEAVEN,Common,1254,9.2,12.2,97.1,55.6,73.9,43.2
230100061,23,ARS12X097-12C,HORSE HEAVEN,Club,1252,9.4,4.7,85.8,52.4,66,47.1
230100062,23,ARS15X1460-8CBW,HORSE HEAVEN,Club,1161,10.7,7.3,88.9,52.9,67.8,45.4
230100070,23,OR5180071,HORSE HEAVEN,Club,1309,8.4,4.4,81.4,49.6,63.2,46.8
230100071,23,OR5180072,HORSE HEAVEN,Club,1278,11.2,9.6,90.5,52.5,66.6,46.8
230100087,23,LWWC21-5070,HORSE HEAVEN,Common,1260,10.1,12.5,95.2,53.5,65.3,44.8
230100088,23,STEPHENS,HORSE HEAVEN,Common,1233,9.1,9.9,91.2,52,66,44.4
230100089,23,CRESCENT,HARRINGTON,Club,1310,9.1,4.7,86.5,53.3,66.4,47.6
230100091,23,M-PIRE,HARRINGTON,Common,1173,9.1,8.4,88.3,54.8,65.3,43.1
230100097,23,YS217,HARRINGTON,Common,1267,9.2,11.3,102.7,56.3,71.8,43.2
230100105,23,ARS12X097-12C,HARRINGTON,Club,1267,8.7,3.8,86.2,52.8,66.2,47.6
230100106,23,ARS15X1460-8CBW,HARRINGTON,Club,1166,8.7,5,86.3,52.2,67.6,45
230100114,23,OR5180071,HARRINGTON,Club,1201,9,4.7,83.2,50.8,63.6,44.9
230100115,23,OR5180072,HARRINGTON,Club,1150,9.2,7.9,85.1,51.5,65.9,45.3
230100131,23,LWWC21-5070,HARRINGTON,Common,1155,9.4,10.8,90.8,54.8,66.6,42.6
230100132,23,STEPHENS,HARRINGTON,Common,1159,8.9,8.4,88.2,53.8,66.7,42
230100133,23,CRESCENT,LAMONT,Club,1273,10.7,6.1,88.4,55.3,66.8,46.4
230100134,23,OTTO,LAMONT,Common,1115,10.3,13.4,100,56.5,68.5,44.3
230100141,23,YS217,LAMONT,Common,1164,10.5,11.9,95.2,57.2,69.8,40.9
230100148,23,ARS12X097-12C,LAMONT,Club,1211,9.9,4.7,85.3,55,66.7,46.8
230100149,23,ARS15X1460-8CBW,LAMONT,Club,1151,10.5,5.5,84.7,54.6,64.4,43.6
230100157,23,OR5180071,LAMONT,Club,1146,10.1,4.4,84,53.3,61.9,44.8
230100158,23,OR5180072,LAMONT,Club,1181,10.5,8.1,86.1,60.7,63.9,44.7
230100167,23,CPX69217,LAMONT,Common,1191,9.6,10.8,88.4,53.2,65.7,44.3
230100175,23,LWWC21-5070,LAMONT,Common,1210,10.4,11.3,92.7,56.4,65.7,42.2
230100176,23,STEPHENS,LAMONT,Common,1161,10.3,9.6,93.2,55.7,67.9,39.9
230100177,23,CRESCENT,REARDAN,Club,1277,8.8,5.5,87.2,52.4,64.5,48
230100179,23,M-PIRE,REARDAN,Common,1209,7.5,6.4,91.9,54.6,68.5,46
230100185,23,YS217,REARDAN,Common,1195,9.9,10.2,102.9,54.5,69.1,44.7
230100192,23,ARS12X097-12C,REARDAN,Club,1258,9.5,3.8,86,58.7,62.6,47.8
230100193,23,ARS15X1460-8CBW,REARDAN,Club,1209,10,4.7,84.3,48.8,61.6,43.6
230100201,23,OR5180071,REARDAN,Club,1238,7.9,3.8,87.9,49,63.3,46.7
230100202,23,OR5180072,REARDAN,Club,1173,9.4,7,90.6,53.8,63.8,45.7
230100211,23,CPX69217,REARDAN,Common,1170,8.6,9.6,90.5,52.4,63.4,43.4
230100219,23,LWWC21-5070,REARDAN,Common,1219,9.2,7.6,89.6,53.6,65.1,45.3
230100220,23,STEPHENS,REARDAN,Common,1199,8.8,6.7,92.8,54.1,67.4,43.2
230100221,23,CRESCENT,DOUGLAS,Club,1256,9.1,3.8,84.1,51.2,67.7,48.7
230100223,23,M-PIRE,DOUGLAS,Common,1182,8.7,6.7,90.3,54.4,69.1,43.5
230100229,23,YS217,DOUGLAS,Common,1206,9.1,10.2,99.2,54.1,73.3,44.5
230100237,23,ARS12X097-12C,DOUGLAS,Club,1245,9.4,3.8,88.3,53,66.4,46.3
230100238,23,ARS15X1460-8CBW,DOUGLAS,Club,1121,9.1,4.1,86.2,53,63.2,43
230100244,23,OR5180071,DOUGLAS,Club,1183,8.6,5.3,85,50.5,61.5,45.8
230100245,23,OR5180072,DOUGLAS,Club,1110,8.8,5.5,84.6,51.5,64.7,45.3
230100261,23,LWWC21-5070,DOUGLAS,Common,1187,10.1,9.9,98.8,54.9,68.2,43.5
230100262,23,STEPHENS,DOUGLAS,Common,1128,8.8,6.1,97.6,55.9,71.2,39.9
230120001,23,CRESCENT,FAIRFIELD,Club,1225,7.4,3.8,85.8,50.1,65.9,48.1
230120008,23,YS93,FAIRFIELD,Common,984,9.4,9.6,90.3,52.8,65.4,42.9
230120011,23,WA8404,FAIRFIELD,Common,1178,9.1,9,89.5,52.1,64,46.5
230120012,23,WA8405,FAIRFIELD,Common,1245,9.3,9,99.3,52.9,69.3,47.3
230120013,23,ARS09X500CBW,FAIRFIELD,Club,1191,8.8,6.4,87,53.9,65,47.2
230120014,23,ARS14X1114RS-3CBW,FAIRFIELD,Club,1262,7.9,6.1,85.8,51.7,63.4,50.2
230120015,23,WA8397,FAIRFIELD,Common,1267,9.1,9.6,96.6,51.6,66.2,46.8
230120016,23,WA8398,FAIRFIELD,Common,1184,9.4,9.6,94.6,52,66.3,46.7
230120017,23,LWW20-3371,FAIRFIELD,Common,1186,9.2,8.4,99,53.7,65.3,46.7
230120018,23,LWW20-2383,FAIRFIELD,Common,1179,9.4,7.6,97.1,56,67.5,43.5
230120019,23,LWW20-2867,FAIRFIELD,Common,1178,8.8,10.5,96.1,55.4,67.7,41.6
230120020,23,UIL14-211120A,FAIRFIELD,Common,1114,9.3,8.1,90.5,54.6,64.2,41.9
230120021,23,UIL17-995133B,FAIRFIELD,Common,1201,8.3,7.6,94.8,54,67.6,46.4
230120022,23,OLYMPIA,FAIRFIELD,Common,1086,9.4,9,90.1,51.6,60.3,43.3
230120024,23,DAGGER_AX,FAIRFIELD,Common,1195,9.9,13.4,99.8,53.9,64.9,45.4
230120025,23,HYDRA_AX,FAIRFIELD,Common,1164,8.7,11,96.4,52.4,63.5,43.5
230120026,23,KRAKEN_AX,FAIRFIELD,Common,1073,9.6,1.8,90.3,53,63.9,44.5
230120034,23,LWWA19-0287,FAIRFIELD,Common,1175,8.5,11.6,103.1,52.6,65,45.1
230120035,23,SCORPION_AX,FAIRFIELD,Common,1215,9.4,12.2,92.4,53.2,61.5,45.6
230120036,23,REAPER_AX,FAIRFIELD,Common,1118,9.7,12.5,97.4,52.4,66.1,44.6
230120037,23,LWWA19-0294,FAIRFIELD,Common,1200,9.2,13.1,99.9,53.3,67.5,45.5
230120038,23,STEPHENS,FAIRFIELD,Common,1177,9.8,8.1,95.5,55.2,65.2,42
230120039,23,CRESCENT,PULLMAN,Club,1204,8.5,3.8,86.6,51.5,62.3,47.8
230120046,23,YS93,PULLMAN,Common,1117,8.1,6.7,88.7,54.9,69.1,41.8
230120049,23,WA8404,PULLMAN,Common,1119,9.1,8.1,90.6,50.7,63.6,46.2
230120050,23,WA8405,PULLMAN,Common,1161,8.8,7.9,90.4,50.8,62.4,46.8
230120051,23,ARS09X500CBW,PULLMAN,Club,1119,8.8,5.8,86.1,53.2,64.2,47.1
230120052,23,ARS14X1114RS-3CBW,PULLMAN,Club,1129,8.1,4.4,86,50.8,62.4,47.7
230120053,23,WA8397,PULLMAN,Common,1168,8.9,7.6,87.2,51.5,63.8,46.1
230120054,23,WA8398,PULLMAN,Common,1139,8.9,7.6,87.6,51.4,62.9,45.7
230120055,23,LWW20-3371,PULLMAN,Common,1127,8.9,7.6,97.6,55.1,66.8,44.8
230120056,23,LWW20-2383,PULLMAN,Common,1063,8.7,7,96.2,55.6,68.9,41.9
230120057,23,LWW20-2867,PULLMAN,Common,1119,8,9,96.4,56.2,68.8,40.1
230120058,23,UIL14-211120A,PULLMAN,Common,1092,8.4,6.7,91,55.5,65.8,41.9
230120059,23,UIL17-995133B,PULLMAN,Common,1148,7.9,6.4,95.4,57.2,69.1,46.9
230120060,23,OLYMPIA,PULLMAN,Common,1098,8.7,8.1,92.3,54.5,67,43.1
230120062,23,DAGGER_AX,PULLMAN,Common,1079,9.5,12.2,90.3,53.2,64.4,45
230120063,23,HYDRA_AX,PULLMAN,Common,1118,8.3,10.5,87.4,53.3,63.9,43
230120064,23,KRAKEN_AX,PULLMAN,Common,1087,9.5,9.6,87,54.4,67.4,43
230120072,23,LWWA19-0287,PULLMAN,Common,1168,8.6,10.5,92.4,53.2,66.5,44.5
230120073,23,SCORPION_AX,PULLMAN,Common,1194,9.1,9.6,90.9,54.9,63.6,45.1
230120074,23,REAPER_AX,PULLMAN,Common,1136,9.8,9.9,90.8,53.4,65.8,43.1
230120075,23,LWWA19-0294,PULLMAN,Common,1110,9.5,10.5,95.2,53.6,65.5,44.6
230120076,23,STEPHENS,PULLMAN,Common,1074,8.2,5.3,86.6,53.8,65.8,42.4
230120077,23,CRESCENT,WALLA WALLA,Club,1219,9.8,5.5,85.8,52.5,65.1,49.6
230120084,23,YS93,WALLA WALLA,Common,1044,10,9,89.4,52.7,66.1,44.8
230120087,23,WA8404,WALLA WALLA,Common,1130,9.2,9.6,92.3,51.9,68.1,48.4
230120088,23,WA8405,WALLA WALLA,Common,1117,10.1,9.3,94.9,52.4,71,48.4
230120089,23,ARS09X500CBW,WALLA WALLA,Club,1086,10.4,7.9,87.2,52.3,67.6,49.9
230120090,23,ARS14X1114RS-3CBW,WALLA WALLA,Club,1188,9.5,7.3,85,50.6,65.8,50.5
230120091,23,WA8397,WALLA WALLA,Common,1193,9.7,9.3,97.6,51.7,67.1,48.2
